Name,key_mlbam
John Lolla,818459
Coley Logan,818458
Griff Lomax,818457
Bernell Longest,818455
Fred Long,818453
Emory Long,818451
Earnest Long,818450
Charley Looney,818448
Red Longley,818445
Alonzo Longware,818444
Armando López,818443
Cando López,818441
José López,818438
Ventura López,818431
Raúl López,818429
Jesús Lorenzo,818427
Raymond Lott,818425
Honey Lott,818424
Andy Love,818422
Kid Lowe,818421
Lou Louden,818418
Miles Lucas,818408
Dick Lundy,818403
James Lynch,818401
John Lyles,818400
Bill Lynn,818399
Granville Lyons,818397
Bennie Lyons,818395
Biz Mackey,818393
Jimmie Lyons,818392
George Mack,818391
Paul Mack,818390
Forest Maddox,818387
José Magriñat,818386
Bob Madison,818384
William Makell,818380
Dave Malarcher,818378
Ule Mahoney,818377
Anthony Mahoney,818376
Claudio Manela,818370
Felix Manning,818365
Oliver Marcell,818364
Max Manning,818363
John Manning,818361
Hilario Manzano,818360
Ziggy Marcell,818359
Johnny Markham,818356
Duke Markham,818355
J. F. Marlota,818354
Jack Marshall,818348
Bobby Marshall,818343
Clem Martin,818339
Felix Martin,818336
Stack Martin,818333
Lino Martínez,818327
G. Martínez,818325
Francisco Martínez,818324
Pablo Martínez,818313
Ramón Martínez,818312
Prudencio Martínez,818311
Horacio Martínez,818310
Forrest Mashaw,818309
Pasqual Martínez,818307
Manuel Masiñeira,818306
Charlie Mason,818303
Salvador Massip,818301
Morrow Massey,818299
Garcia Massingale,818297
Leroy Matlock,818295
Jack Matchett,818293
Dick Matthews,818292
Verdell Mathis,818291
Jesse Matthews,818288
Jack Matthews,818287
Fran Matthews,818286
Zearlee Maxwell,818285
Joe May,818284
George Mayo,818281
Jimmy Mayo,818280
Dave Mays,818277
Tullie McAdoo,818275
Albert Merriwether,818274
Ed Mayweather,818273
Fred McBride,818272
George McAllister,818271
Tuts McBride,818270
Ulysses McAtee,818269
Frank McAllister,818268
Bill McCall,818267
Bob McCarney,818265
Henry McCall,818263
Jeep McClain,818262
Boots McClain,818260
Rosey McCauley,818258
Bill McClain,818257
Danny McClellan,818256
Bob McClure,818255
Butch McCord,818253
Nat McClinic,818252
Frank McCoy,818251
John McCrary,818250
Walter McCoy,818248
Willie McCrary,818247
Booker McDaniel,818245
Fred McDaniel,818244
Jim McCurine,818243
Luther McDonald,818239
Webster McDonald,818238
Lem McDougal,818237
Gifford McDonald,818236
John McFarlin,818235
Terris McDuffie,818234
John McFarland,818232
Henry McHenry,818230
J. C. McHaskell,818227
Fred McKelvin,818224
Jimmy McIntosh,818223
B. McIntyre,818222
Henry McLaughlin,818219
Gready McKinnis,818217
Jack McLaurin,818216
Willie McMeans,818212
Felix McLaurin,818211
Clarence McMullen,818210
Hurley McNair,818209
Will McMurray,818208
Clyde McNeal,818207
Albert McNeal,818206
Red McNeal,818205
Willie McNeely,818204
John Henry McQueen,818202
Pete McQueen,818201
Lico Mederos,818200
Lewis Means,818197
Chick Meade,818195
Pedro Medina,818194
Ralph Mellix,818193
Lázaro Medina,818192
Cal Medley,818190
Babe Melton,818187
José Mendéz,818185
Henry Merchant,818178
Geechie Meredith,818177
John Merida,818175
Bill Merritt,818174
Andrés Mesa,818172
Pablo Mesa,818171
Schute Merritt,818170
Deacon Meyers,818167
James Mickey,818165
Jimmy Miles,818161
Zell Miles,818160
Willie Miles,818158
John Miles,818157
Bob Miller,818154
A. Miller,818152
Claude Miller,818151
Bub Miller,818150
Flash Miller,818148
Eddie Miller,818147
Cannon Ball Miller,818146
Hub Miller,818145
Percy Miller,818144
Ned Miller,818143
Henry Miller,818142
Louis Miller,818141
Harold Millon,818138
W. Miller,818137
Eugene Milliner,818136
Purnell Mincy,818134
Henry Milton,818133
George Minor,818132
Art Milton,818131
C. Milton,818130
Antonio Mirabal,818129
Jim Missouri,818128
Pedro Miró,818127
Juanelo Mirabal,818126
Jesús Miralles,818125
Bud Mitchell,818124
Alonzo Mitchell,818122
Arnett Mitchell,818121
Bo Mitchell,818120
Clarence Mitchell,818119
George Mitchell,818118
Joe Mitchell,818117
G. Mitchell,818116
Robert Mitchell,818114
Otto Mitchell,818113
Lloyd Mitchell,818112
Tee Mitchell,818110
Guillermo Molina,818109
Tinti Molina,818106
Bill Monroe,818103
Sam Mongin,818102
Esteban Montalvo,818099
Willis Moody,818091
Blanch Moody,818090
Lee Moody,818089
Clarence Moore,818088
Jack Moore,818083
Eugene Moore,818082
Harry Moore,818081
Dobie Moore,818080
Robert Moore,818079
Red Moore,818078
Square Moore,818077
Pete Moore,818076
Cándido Morales,818073
Edward Morales,818066
Carlos Morán,818062
Nate Moreland,818060
Francisco Morán,818059
Leon Morgan,818052
Eugenio Morín,818050
Pepper Morgan,818049
Sack Morgan,818048
Bill Morlan,818047
Al Morris,818046
Barney Morris,818045
Leroy Morney,818044
Ambrose Morris,818043
Yellow Horse Morris,818041
Jimmy Morrison,818040
Roy Morse,818039
Sy Morton,818037
Porter Moss,818034
Lefty Moses,818033
C. D. Mosley,818032
Dink Mothell,818031
A. Mullen,818027
John Mungin,818024
José Muñoz,818021
Cowboy Murray,818014
Mitchell Murray,818010
Francis Nance,818008
Bill Myers,818007
Eudie Napier,818006
Larry Napoleon,818005
George Nash,818003
Leonard Nash,817998
Raúl Navarro,817997
Millito Navarro,817993
Henry Nears,817990
Ramón Neele,817989
George Neal,817988
Ray Neil,817985
Booker Neely,817984
Everett Nelson,817983
Clyde Nelson,817981
John Nelson,817980
Jimmie Newberry,817979
Lefty Nelson,817977
Taft Newman,817974
Alex Newkirk,817973
Billy Nicholas,817972
William Newman,817971
Omer Newsome,817970
Bill Noble,817969
Willie Nixon,817965
Billy Norman,817964
Garnett Norman,817962
Elbert Norman,817960
Jim Norman,817959
Slim Norris,817956
Buford Nunley,817953
Charles Oakley,817952
Bill Nuttall,817951
Willie O'Bryant,817948
Dan Oberholzer,817945
Sam Odom,817944
Johnnie Oden,817943
Mose Offutt,817941
Jimmy Oldham,817936
John Henry Oliver,817935
Jim Oliver,817934
Martin Oliver,817932
Alejandro Oms,817929
Luther O'Neal,817927
Grady Orange,817924
Charles O'Neil,817922
Clarence Orme,817918
Guy Ousley,817915
Julius Osley,817914
Rafaelito Ortiz,817912
Bill Ortiz,817911
Aubry Owens,817910
Albert Overton,817909
Dewitt Owens,817908
Albert Owens,817907
Judge Owens,817906
Sylvester Owens,817904
Smoky Owens,817903
Roosevelt Owens,817902
Oscar Owens,817901
Brother Pace,817900
Eddie Pace,817899
Will Owens,817897
Juan Padrón,817895
Luis Padrón,817891
Ted Page,817889
Pedro Pagés,817887
Alcibíades Palma,817885
Clarence Palm,817884
Bob Palm,817882
Curtis Palmer,817881
Leon Palmer,817879
Emilio Palomino,817877
Lefty Pangburn,817875
John Pardee,817871
Pastor Pareda,817864
Sonny Parker,817862
Harrison Parker,817861
Al Parker,817860
Charlie Parks,817859
Willie Parker,817858
Tom Parker,817856
Joseph Parks,817855
Manuel Parrado,817854
Roy Parnell,817852
William Parks,817851
Agustín Parpetti,817850
Roy Partlow,817849
Clyde Parris,817846
Pedro Pastor,817845
Archie Pate,817842
Pat Patterson,817839
E. Patton,817838
John Patterson,817837
Gabe Patterson,817835
Andrew Payne,817833
Ernest Payne,817829
Rusty Payne,817828
Tom Payne,817827
Lennie Pearson,817825
Warren Peace,817823
Frank Pearson,817822
Mario Pedemonte,817820
Eustaquio Pedroso,817819
Les Pearson,817818
Maurice Peatros,817817
Rafael Pedroso,817814
Don Pelham,817813
Nat Peeples,817812
L. Peña,817810
Art Pennington,817805
José Pereira,817799
Javier Pérez,817792
Inocencio Pérez,817791
José Pérez,817786
Julián Pérez,817785
Luis Pérez,817784
Bill Perkins,817779
Cecil Perkins,817775
Verne Perkins,817773
John Perrigan,817772
Carlisle Perry,817769
Don Perry,817767
Alonzo Perry,817766
Lynn Perry,817765
Eddie Berry,817762
Walter Perry,817761
Harvey Peterson,817760
Bill Pettus,817756
Shirley Petway,817755
Howard Petway,817753
Bruce Petway,817752
Roy Phelps,817749
Hooty Phillips,817747
Ernie Phillips,817746
Lefty Phillips,817745
Moses Phillips,817742
Norris Phillips,817741
Bill Pierce,817739
Rogers Pierre,817738
Luis Pillot,817733
Al Pinkston,817731
Leonard Pigg,817730
Fred Pinder,817729
Diamond Pipkins,817728
Rafael Polanco,817719
Robert Poindexter,817718
Robert Poinsette,817717
Ed Poles,817716
Spottswood Poles,817712
Nat Pollard,817711
Claude Poole,817705
Willie Pope,817704
Edgar Pope,817703
James Pope,817702
Andy Porter,817701
Salvador Poree,817698
Bartolo Portuondo,817693
Lamar Potter,817689
Roy Powell,817687
Malvin Powell,817686
Bill Powell,817684
Eddie Powell,817683
Willie Powell,817681
Russell Powell,817680
Miguel Prats,817677
Henry Presswood,817676
Al Preston,817675
Esteban Prats,817674
John Henry Prince,817672
Randolph Prim,817669
Robert Prior,817666
Wilbert Pritchett,817665
Willie Prophet,817662
George Provens,817661
George Proctor,817660
Anderson Pryor,817659
Ed Pryor,817658
Bill Pryor,817657
Johnny Pugh,817656
Wesley Pryor,817655
O'Neal Pullen,817653
Herman Purcell,817647
Busta Quintana,817644
Tomás Quiñones,817643
Herlen Ragland,817642
Alex Radcliff,817639
Ignacio Ramírez,817633
Ramiro Ramírez,817628
Cheo Ramos,817626
Ezequiel Ramos,817625
William Randall,817620
Laymon Ramsey,817619
Frank Ray,817615
Joe Ranson,817613
Johnny Ray,817611
Al Reavis,817610
Otto Ray,817607
Connie Rector,817606
Sam Redding,817604
Dick Redding,817603
Eugene Redd,817602
Ulysses Redd,817601
Allen Reed,817599
Bob Reddon,817598
Wilson Redus,817597
Bert Redwine,817596
Jimmy Reel,817594
Johnny Reed,817592
John Reese,817590
Edward Reeves,817588
Donald Reeves,817587
Jimmy Reese,817586
John Reeves,817585
Ambrose Reid,817583
Pedro Regalado,817581
Chico Renfroe,817578
Bill Reynolds,817576
Joe Reynolds,817575
Jimmy Reynolds,817573
Dick Reynolds,817572
Cornelius Rhoades,817570
Army Rhodes,817569
Dusty Rhodes,817568
Harry Rhodes,817567
Earl Richardson,817565
Gene Richardson,817562
Glen Richardson,817560
Henry Richardson,817559
John Richardson,817558
Bill Ricks,817557
Lefty Richbourg,817556
Tom Richardson,817555
Vidal Richardson,817554
Talmadge Richardson,817553
Vernon Riddick,817551
Curtis Ricks,817550
Marshall Riddle,817549
Bill Riggins,817547
Manuel Rigal,817545
Jack Ridley,817544
Buck Ridgley,817543
Ed Rile,817539
Jack Riley,817538
Matías Ríos,817534
Francisco Rivas,817533
Charlie Rivera,817530
John Ritchey,817529
Slim Robbins,817527
Dewey Rivers,817525
Elihu Roberts,817521
Fred Roberts,817520
Rags Roberts,817519
Roy Roberts,817518
Specs Roberts,817516
Leo Roberts,817515
Bobby Robinson,817508
Al Robinson,817507
Booker Robinson,817505
Frazier Robinson,817504
Charley Robinson,817503
George Robinson,817500
Harold Robinson,817499
Jacob Robinson,817498
James Robinson,817497
Lefty Robinson,817496
Johnny Robinson,817495
Skin Down Robinson,817494
Ray Robinson,817493
Newt Robinson,817490
Neil Robinson,817489
Antonio Rodríguez,817487
Bienvenido Rodríguez,817483
Conrado Rodríguez,817482
Bernardo Rodríguez,817480
José Agustín Rodríguez,817469
Manuel Rodríguez,817465
Vicente Rodríguez,817461
Nat Rogers,817458
Ramón Rojas,817457
Jesús Romagosa,817454
Carl Rolling,817453
Julio Rojo,817452
Bob Romby,817450
Clemon Rooney,817446
José Roque,817443
Johnny Roscoe,817442
Basilio Rosell,817439
Howard Ross,817435
Dick Ross,817434
Sam Ross,817433
William Ross,817432
Ralph Ross,817431
Luciano Rovira,817427
Herman Roth,817425
Jimsey Roussell,817424
Dizzy Royal,817423
Joe Royal,817420
Ormsby Roy,817419
Antonio Ruiz,817417
Leon Ruffin,817416
Carlos Royer,817415
Silvino Ruiz,817411
Harry Rusan,817410
Aaron Russell,817409
A. Russell,817408
Pythias Russ,817406
Ewing Russell,817404
John Henry Russell,817403
Frank Russell,817402
Bill Russell,817401
Branch Russell,817400
Red Ryan,817397
Bill Sadler,817396
Lázaro Salazar,817395
Santiago Salazar,817394
Cándido Salazar,817392
Wilfredo Salas,817391
Manuel Salvat,817390
Edward Salters,817389
Harry Salmon,817388
Gonzalo Sánchez,817385
Pedro San,817384
Ormond Sampson,817383
Emanuel Sampson,817382
Tommy Sampson,817381
Raúl Sánchez,817377
Leo Sanders,817376
Esteban Santa Cruz,817374
John Sanderson,817373
Louis Santop,817369
Carlos Santiago,817368
Anastasio Santaella,817367
Augustus Saunders,817360
Andy Sarvis,817359
Alf Satterfield,817357
Jim Savage,817356
Junius Savage,817355
Bob Saunders,817352
Alfred Saylor,817351
Thomas Saxon,817349
George Scales,817348
Jesse Schaeffer,817344
Joe Scotland,817336
Bobby Scott,817335
Bob Scott,817334
Eugene Scott,817331
Death Valley Scott,817329
Johnie Scott,817328
Joe Scott,817327
Joe Burt Scott,817325
Lloyd Scott,817323
Johnnie Scroggins,817322
Dick Seay,817319
Dutch Seebold,817318
Leonard Sedbrook,817317
J. C. Segraves,817315
Bee Selden,817313
Sam Segraves,817312
Bonnie Serrell,817307
Andrew Sephus,817306
John Shackelford,817302
Jimmy Shamberger,817301
Hank Shanks,817300
Pepper Sharpe,817297
Herb Shaw,817295
Bill Sharsig,817293
Ted Shaw,817292
Jim Shawler,817291
Hiawatha Shelby,817290
Freddie Shepard,817285
Jeff Shelton,817284
Harry Shepherd,817282
Ray Sheppard,817281
William Sheppard,817280
Roy Sherkliff,817279
Jimmy Shields,817277
George Shively,817276
Jesse Shipp,817275
Charlie Shields,817274
Ralph Shropshire,817273
Felipe Sierra,817268
George Sias,817266
Pedro Silva,817260
Si Simmons,817258
Willie Simms,817254
Clarence Simpson,817252
Lawrence Simpson,817251
Leo Sims,817250
Dennis Simpson,817247
Orville Singer,817245
Alex Singleton,817243
Robert Sloan,817242
Lewis Smallwood,817240
Owen Smaulding,817238
Lefty Smart,817237
C. Smith,817215
Big Bill Smith,817214
Bob Smith,817212
Clyde Smith,817211
Carl Smith,817210
Cleo Smith,817209
Clarence Smith,817208
Charlie Smith,817207
Dark Night Smith,817204
Dode Smith,817202
Eugene Smith,817201
Ernie Smith,817200
Ford Smith,817199
Gene Smith,817197
Guy Smith,817194
Herb Smith,817192
Herbert Smith,817191
Henry Smith,817189
Hilton Smith,817188
Jake Smith,817185
Indian Smith,817184
Johnny Smith,817182
Jim Smith,817180
Jimmy Smith,817179
Mance Smith,817176
Milton Smith,817175
Ollie Smith,817174
Quincy Smith,817173
Raymond Smith,817172
R. S. Smith,817171
R. Smith,817170
Red Smith,817169
Red Eagle Smith,817168
Theolic Smith,817165
Taylor Smith,817163
Willie Smith,817160
Felton Snow,817157
Eddie Snead,817156
Dave Snowden,817155
Wyman Smith,817154
Sylvester Snead,817153
Moses Snowden,817151
Miguel Solís,817150
Victoriano Sosa,817146
Herb Souell,817141
Clyde Sowell,817139
Codie Spearman,817137
Clyde Spearman,817135
Charlie Spearman,817134
Joe Sparks,817133
Henry Spearman,817131
Willie Spearman,817130
Fred Spearman,817129
Zack Spencer,817128
Willie Spencer,817126
Johnny Spencer,817125
Joe Spencer,817124
Walter Stallard,817123
Joe Spruill,817121
Larry St. Thomas,817120
Neck Stanley,817118
Hulon Stamps,817117
Paul Stanley,817116
Otis Starks,817113
Jim Starks,817112
Ed Steele,817108
Albert Stephens,817105
John Stephens,817103
Frank Stevens,817102
N. Stevens,817101
Jake Stephens,817100
Willie Stevenson,817097
Archie Stewart,817093
Leon Stewart,817092
Frank Stewart,817091
Ossie Stewart,817089
Manuel Stewart,817088
Riley Stewart,817085
Ed Stone,817084
Ted Stockard,817081
Henry Strickland,817077
Felton Stratton,817075
Sam Streeter,817073
Joe Strong,817070
Ted Strong,817068
Sam Strothers,817067
José Suárez,817064
Tack Summers,817063
Lonnie Summers,817060
William Sumrall,817059
Pete Sunkett,817057
Mule Suttles,817055
Nolan Swancy,817052
Leroy Sutton,817050
George Sweatt,817049
Doug Sydnor,817048
Melvin Sykes,817047
Doc Sykes,817044
Danger Talbert,817043
Earl Taborn,817042
Frank Talbott,817040
John Tapley,817037
Jamuel Tarrant,817034
Townsend Tapley,817033
Roosevelt Tate,817032
Odis Taylor,817028
Goose Tatum,817025
Alfred Taylor,817023
C. I. Taylor,817022
Ben Taylor,817021
Bob Taylor,817020
Candy Jim Taylor,817017
John Taylor,817016
Joe Taylor,817015
Jelly Taylor,817014
Johnny Taylor,817013
LeRoy Taylor,817012
Ross Taylor,817011
Raymond Taylor,817010
Sam Taylor,817009
Ron Teasley,817006
Recurvon Terán,817001
Lawrence Terrell,816998
Felix Terry,816997
Tarcat Terry,816990
Buck Thomas,816988
Charley Thomas,816986
Charlie Thomas,816984
Clint Thomas,816983
Dean Thomas,816982
Dan Thomas,816981
Dave Thomas,816980
Herb Thomas,816977
Ewell Thomas,816976
Ernest Thomas,816974
John Thomas,816972
Lacey Thomas,816971
L. Thomas,816970
Jules Thomas,816969
Nelson Thomas,816967
Marcellus Thomas,816966
Walter Thomas,816964
Gunboat Thompson,816956
Frank Thompson,816955
Harold Thompson,816950
Sam Thompson,816945
Samuel Thompson,816944
Sandy Thompson,816942
Jack Thornton,816940
Gerald Thorne,816938
Clarence Thorpe,816937
Luis Tiant,816936
Arthur Tiller,816932
Harold Tinker,816927
Julius Tisdale,816925
Abraham Tolosa,816922
Jake Tolbert,816919
Albert Toney,816914
Armando Torres,816913
Gacho Torres,816911
Lonnie Torian,816909
Russell Trabue,816903
Nat Trammell,816900
Elbert Treadway,816899
Harold Treadwell,816898
Walter Treherne,816897
Harvey Threalkill,816896
Donald Troy,816895
Ted Trent,816893
Norman Triplett,816892
Bud Tucker,816885
Aggie Turner,816884
Bob Turner,816883
Clem Turner,816880
Cool Turner,816879
Henry Turner,816877
John Turner,816876
Wyatt Turner,816875
Lefty Turner,816874
Jess Turner,816873
Tom Turner,816872
Dan Tye,816870
Eddie Tyler,816868
Steel Arm Tyler,816867
Roy Tyler,816866
Cap Tyson,816865
Eugene Tyler,816864
Ruby Tyrees,816863
Eli Underwood,816859
Eduardo Valdés,816854
Fermín Valdés,816853
Lucio Valdés,816852
Faustino Valdés,816851
Rogelio Valdés,816847
Simón Valdés,816845
Columbus Vance,816838
Jay Valentine,816834
Tetelo Vargas,816833
Bobby Vandever,816831
José Vargas,816829
Orlando Varona,816827
Slim Vaughan,816825
Harry Vaughn,816824
Armando Vázquez,816821
José Velásquez,816815
John Veney,816810
Manuel Villa,816802
Chris Vierira,816801
Vicente Villafañe,816800
Luis Villodas,816794
Irving Vincent,816793
Johnnie Vivens,816790
Ewing Waddy,816789
Eddie Vines,816787
Lee Wade,816784
Arnold Waites,816782
George Walden,816781
Ollie Waldon,816780
Admiral Walker,816776
Charley Walker,816775
Albert Walker,816774
Casey Walker,816771
Edsall Walker,816770
Hoss Walker,816769
Leonard Walker,816768
Laudie Walker,816767
George Walker,816766
Shorty Walker,816765
Tom Walker,816764
R. T. Walker,816762
Eddie Wall,816760
William Walker,816759
Tony Walker,816758
Bo Wallace,816757
Dick Wallace,816756
Jack Wallace,816754
George Waller,816752
Chief Walton,816750
Clarence Walters,816747
Fuzzy Walton,816745
Archie Ware,816742
Willie Ward,816741
Pinky Ward,816740
Joe Ware,816738
Willie Ware,816737
H. P. Warmack,816736
John Ware,816735
Frank Warfield,816734
Sam Warmack,816730
Ciscero Warren,816728
William Warrick,816727
Jesse Warren,816726
Fay Washington,816721
Edgar Washington,816720
Johnny Washington,816717
Jasper Washington,816716
Namon Washington,816715
Pete Washington,816714
Rube Washington,816712
William Washington,816710
Ted Waters,816708
George Watkins,816706
Murray Watkins,816703
Amos Watson,816700
Bill Watson,816699
David Watson,816698
Johnie Watson,816695
Charlie Watts,816694
Herman Watts,816693
Jack Watts,816692
Dick Weaver,816691
Daniel Webster,816686
Pearl Webster,816685
William Webster,816684
Jess Welch,816680
Winfield Welch,816678
Willie Wells,816677
Walter Jones,816675
Roy Welmaker,816674
Charles Wesley,816672
Edgar Wesley,816669
Jim West,816668
Ollie West,816667
Wild Bill West,816666
Joe Wheeler,816665
David Whatley,816664
Sam Wheeler,816662
Arthur White,816661
Burlin White,816660
Butler White,816659
Chaney White,816658
Clarence White,816657
Clifford White,816656
Eddie White,816655
George White,816653
Eugene White,816652
James White,816651
Ladd White,816648
Robert White,816646
Charlie Whitlock,816644
Carl Whitney,816642
Dick Whitworth,816640
Frank Wickware,816637
Elmer Wicks,816636
Rube Wiggins,816634
Joe Wiggins,816633
Doc Wiley,816632
Fred Wiley,816631
